ID	Name	Event	Hide	HardCore	fParam	sParam	Desc	Icon	SteamID	Dlc
3149	破碎虚空：妖祖	God		1		Body_Gong_3	以《妖祖圣体》飞升	res/Sprs/Achievement/icon_408	NEW_ACHIEVEMENT_18_10	
3150	以力入道：败灭	SelectGong		1		Body_Gong_5	习得《败灭邪体》	res/Sprs/Achievement/icon_409	NEW_ACHIEVEMENT_18_11	
3151	破碎虚空：败灭	God		1		Body_Gong_5	以《败灭邪体》飞升	res/Sprs/Achievement/icon_410	NEW_ACHIEVEMENT_18_12	
3152	一起来修仙吧！	OwnLingChong		1	1	LsPandaXian	获得灵宠修修与仙仙	res/Sprs/Achievement/icon_411	NEW_ACHIEVEMENT_18_16	Panda
3153	真仙滚滚			1			让一只貊化形为人，并让其成功飞升	res/Sprs/Achievement/icon_412	NEW_ACHIEVEMENT_18_17	Panda
3154	一条鱼	Fish_Count		1	1		钓上来1条鱼	res/Sprs/Achievement/icon_413	NEW_ACHIEVEMENT_18_18	Panda
3155	百条鱼	Fish_Count		1	100		钓上来100条鱼	res/Sprs/Achievement/icon_415	NEW_ACHIEVEMENT_18_19	Panda
3156	千条鱼	Fish_Count		1	1000		钓上来1000条鱼	res/Sprs/Achievement/icon_416	NEW_ACHIEVEMENT_18_20	Panda
3157	万条鱼	Fish_Count		1	10000		钓上来10000条鱼	res/Sprs/Achievement/icon_417	NEW_ACHIEVEMENT_18_21	Panda
3158	愿者上钩			1			钓上来一个动物	res/Sprs/Achievement/icon_418	NEW_ACHIEVEMENT_18_22	Panda
3159	就决定是你了！			1			钓上来一个妖兽	res/Sprs/Achievement/icon_419	NEW_ACHIEVEMENT_18_23	Panda
3160	亮晶晶			1			钓到一颗灵石	res/Sprs/Achievement/icon_420	NEW_ACHIEVEMENT_18_24	Panda
3161	捕鱼达人			1			钓上来所有种类的鱼	res/Sprs/Achievement/icon_421	NEW_ACHIEVEMENT_18_25	Panda
3162	钓鲲者			1			钓上来一条重达25斤的鱼	res/Sprs/Achievement/icon_422	NEW_ACHIEVEMENT_18_26	Panda
3163	真武玄机			1			在紫霄宫中获得所有碑文秘藏。	res/Sprs/Achievement/icon_425	NEW_ACHIEVEMENT_18_27	WuDang
3164	阴阳相合	OwnLingChong		1		LsXuanWu	获得灵宠玄武苗苗。	res/Sprs/Achievement/icon_426	NEW_ACHIEVEMENT_18_28	WuDang
3165	真传：玄天	SelectGong		1	1.5	Gong_13_None	以150%以上的匹配度修炼《玄天真武两仪妙道》	res/Sprs/Achievement/icon_427	NEW_ACHIEVEMENT_18_29	WuDang
3166	一品：玄天	GoldDan		1	1	Gong_13_None	以《玄天真武两仪妙道》功法结成一品金丹	res/Sprs/Achievement/icon_428	NEW_ACHIEVEMENT_18_30	WuDang
3167	得道：玄天	God		1		Gong_13_None	以《玄天真武两仪妙道》功法飞升	res/Sprs/Achievement/icon_429	NEW_ACHIEVEMENT_18_31	WuDang
